TargetSiteID,Site name,Site type,Owner type,Company,Easting,Northing,StatusSummary,Status_2012,Status_2013,Status_2014,Status_2015,Status_2016,Status_2017,Status_2018,Status_2019,Status_2020,Survey_2012,Survey_2013,Survey_2014,Survey_2015,Survey_2016,Survey_2017,Survey_2018,Survey_2019,Survey_2020,SPHN_2013,SPHN_2014,SPHN_2015,SPHN_2016,SPHN_2017,SPHN_2018,SPHN_2019,SPHN_2020,Spray_2013,Spray_2014,Spray_2015,Spray_2016,Spray_2017,Spray_2018,Spray_2019,Spray_2020,Nest removal_2013,Nest removal_2014,Nest removal_2015,Nest removal_2016,Nest removal_2017,Nest removal_2018
13921,Feltham Junction Train Line Verge,Railway / underground,Network Rail,Network Rail Ltd,512868,173811,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13923,Foots Cray Lions Training Ground,Recreation ground / sports field,Local Authority,London Borough of Bexley,547350,171424,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13924,Foots Cray Meadows,Park / public garden,Local Authority,London Borough of Bexley,548379,172588,Infested,,,,,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
13925,Foots Cray Scrubland,Other,Unknown,,547358,171470,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13927,Garth Road,Other,Local Authority,London Borough of Merton,523768,166338,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13929,Grassland between Simpson Rd & Recreation Ground,Recreation ground / sports field,Local Authority,London Borough of Richmond upon Thames,512859,174070,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13930,Cottage Hospice,Other,Public / private organisation,Greenwich and Bexley Community Hospice NHS,547167,178075,Not infested,,,,,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
13931,"Grey Court School Playing fields, Ham",Recreation ground / sports field,Public / private organisation,,517553,172587,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13932,Ham Polo Club,Recreation ground / sports field,Public / private organisation,Ham Polo Club,517532,172992,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
13933,"Hampton Common, TW12",Common,Local Authority,London Borough of Richmond upon Thames,512682,171378,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
13934,"Hanworth Road, Hampton, TW12 3EJ",Road verge,Local Authority,London Borough of Richmond upon Thames,512770,171533,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13935,"Harvey Road, TW4",Street tree,Local Authority,London Borough of Richmond upon Thames,512829,173797,Not infested,,Not infested,,,,Not infested,,,,,Surveyed,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13936,Heathcroft - trap tree LN041A,Railway / underground,Local Authority,London Borough of Ealing,518850,182200,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13938,Highgate Golf Club,Golf course,Public / private organisation,Highgate Golf Club,527184,187910,Infested,,,,,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
13939,Hounslow Cemetery,Cemetery,Local Authority,London Borough of Hounslow,512791,173768,Infested,,Not infested,,,,Infested,,,,,Surveyed,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13940,Hounslow Heath Council Estate (Slade House),Residential garden,Private individual(s),,512786,174006,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13941,Hounslow Heath Estate,Other,Local Authority,London Borough of Richmond upon Thames,512707,173913,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13942,"Hounslow Heath Estate, Edgar Road, TW4 5QP",Other,Local Authority,London Borough of Richmond upon Thames,512669,173871,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13944,"Lincoln Court, Buckingham Road, Hampton, TW12",Amenity,Public / private organisation,Snellers Commercial,512676,171495,Infested,,Not infested,,,,Infested,,,,,Surveyed,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13945,"Lincoln Court, TW12",Amenity,Public / private organisation,Snellers Commercial,512664,171466,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
13946,Longbridge Road,Street tree,Local Authority,London Borough of Barking and Dagenham,545987,185544,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13948,"Luma House, NW10",Residential garden,Private individual(s),,520208,182960,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13949,Martin Way Allotments,Allotment,Local Authority,Martin Way Allotment Gardens Association Ltd (MAGA),524139,169109,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13950,"McNicol Drive, NW10",Street tree,Local Authority,London Borough of Brent,520241,183135,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13951,Merton Court School,School grounds,School,Merton Court School,547244,171528,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13952,"Midhurst, Glenthorne Gardens",Residential garden,Private individual(s),,525210,166314,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
13953,Moat Court,Road verge,Public / private organisation,,518200,158630,Infested,,,,,,Not infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
13954,Monks Farm Allotment,Allotment,Local Authority,London Borough of Bexley,545917,177105,Infested,,,,,,Infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
13956,"Near 7 Garden Court, Handworth Road, TW123EH",Residential garden,Private individual(s),,512794,171430,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13957,"Near Oakdene Court 337 Handworth Road, TW123ET",Residential garden,Private individual(s),,512692,171570,Infested,,,,,,Infested,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
13958,"Network Rail, By Sutton Common/ St Helier",Railway / underground,Network Rail,Network Rail Ltd,525454,166365,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,,,,,,,,,
13959,"Old Acre, 33 Winnington Road",Residential garden,Private individual(s),,526788,188302,Infested,,,,,,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,,,,,,,,
13961,Paddington Cemetery,Cemetery,Local Authority,London Borough of Brent,524662,183633,Infested,,,,,,Not infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
13962,"Property Development Rear of 194 Park Road, KT2 5LS",Construction site,Public / private organisation,Gilbert Homes,518937,170980,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13963,Queen Mary's Hospital Woodland,Other,Public / private organisation,Queen Mary's Hospital,546618,170726,Infested,,,,,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,,,,,,,
13964,"Queenswood Avenue, Hampton, TW12",Street tree,Unknown,,513745,170640,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13965,Railway embankment between East Finchley And Highgate Stations,Railway / underground,TFL,Transport for London,527553,188942,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,,,,,,,,
13966,"Railway Embankment between Sudbury Town And Alperton, Wembley",Railway / underground,Network Rail,Network Rail Ltd,517027,184797,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13967,Railway Line between Surbiton And Berrylands,Railway / underground,Network Rail,Network Rail Ltd,518160,167330,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13968,Railway Line between Surbiton And Esher,Railway / underground,Network Rail,Network Rail Ltd,518064,167257,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13971,"101 Wensleydale Road, Hampton, TW12",Residential garden,Private individual(s),,513385,170522,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13972,111 Newton Wood Road,Residential garden,Private individual(s),,519038,159363,Not infested,,,,,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
13973,115 Newton Wood Road,Residential garden,Private individual(s),,519091,159373,Infested,,,,,,Not infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
13974,"12 Shaef Way, TW11",Residential garden,Private individual(s),,516269,170473,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13975,123 Newton Wood Road,Residential garden,Private individual(s),,519114,159352,Infested,,,,,,Not infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
13976,"139 Fairfax Road, TW11",Residential garden,Private individual(s),,516480,170445,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13978,"14 Ewell Road, Long Ditton, Kt6",Residential garden,Private individual(s),,516698,166609,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13979,"14 Nightingale Road, Hampton, TW12",Residential garden,Private individual(s),,513389,170718,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13980,"141 Fairfax Road, TW11",Residential garden,Private individual(s),,516467,170452,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13981,"147 Fairfax Road, TW11",Residential garden,Private individual(s),,516428,170492,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13982,15 Devonshire Road,Residential garden,Private individual(s),,526358,163206,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13983,17 Lowfields Road,Residential garden,Private individual(s),,520095,181389,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13984,178 Craddocks Avenue,Residential garden,Private individual(s),,519121,159157,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13985,"18 Fairfax Road, TW11",Residential garden,Private individual(s),,516933,170249,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13986,20 Sandy Lane,Residential garden,Private individual(s),,516769,170207,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13989,"24 Albury Lane, Hampton, TW12 3BB",Residential garden,Private individual(s),,513589,170621,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13991,25 Oak Way,Residential garden,Private individual(s),,519443,159283,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13992,"26 Exeforde Avenue, Ashford, TW15",Residential garden,Private individual(s),,507346,171556,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13993,"29 Echeforde Avenue, Ashford, TW15",Residential garden,Private individual(s),,507417,171599,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13994,"2a Nightingale Road, Hampton, TW12",Residential garden,Private individual(s),,513444,170660,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13996,3 Forest Crescent,Residential garden,Private individual(s),,519223,159105,Not infested,,,,,,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
13997,"3 Oak Way, KT21 1LQ",Residential garden,Private individual(s),,519339,159141,Infested,,,,,,Infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
13998,"3-132 Harrowdene Gardens, TW11",Residential garden,Private individual(s),,516339,170442,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
13999,"32 Broad Lane, Hampton, TW12",Residential garden,Private individual(s),,513507,170627,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14001,4 Forest Crescent,Residential garden,Private individual(s),,519273,159119,Not infested,,,,,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
14002,"46 Thorkhill Road, KT7",Residential garden,Private individual(s),,516595,166783,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14003,"48 Broad Lane, Hampton, TW12",Residential garden,Private individual(s),Paragon Housing Association,513326,170626,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14004,"49 Broad Lane, Hampton TW12",Residential garden,Private individual(s),,513629,170571,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14007,"53 Feltham Road, Ashford, TW15 1DQ",Residential garden,Private individual(s),,507620,171579,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
14008,55 Broad Lane,Residential garden,Private individual(s),,513587,170553,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14009,"56 Feltham Road Ashford, TW15",Residential garden,Private individual(s),,507644,171534,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14010,"59 Broad Lane, Hampton, TW12",Residential garden,Private individual(s),,513563,170573,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14011,59 Egmont Road,Residential garden,Private individual(s),,526369,163139,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14012,"60 feltham Road, Ashford",Residential garden,Private individual(s),,507666,171505,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14013,61 Darwin Drive,Residential garden,Private individual(s),,513911,181261,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14014,73 Lodge Close,Residential garden,Private individual(s),,512908,159488,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14015,"76 Wensleydale Road, Hampton, TW12",Residential garden,Private individual(s),,513552,170349,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14016,"77 Broad Lane, Hampton, TW12",Residential garden,Private individual(s),,513386,170573,Not infested,,Not infested,,,,Not infested,,,,,Surveyed,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14017,"78 Wensleydale Road, Hampton, TW12",Residential garden,Private individual(s),,513538,170373,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14018,"8 Westville Road, KT7",Residential garden,Private individual(s),,516576,166621,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14021,Alperton Community School,School grounds,School,Alperton Community School (Lower School site),517934,183982,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14022,"Ashford Recreation Ground, Ashford, TW15",Recreation ground / sports field,Local Authority,Spelthorne Borough Council,507539,171836,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
14023,"Bosinney, The Leigh, Coombe Hill Road",Residential garden,Private individual(s),,521437,170515,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14024,"Broad Lane, Hampton, TW12 3BL",Street tree,Local Authority,London Borough of Richmond upon Thames,513354,170581,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14026,Brompton Park Crescent estate,Recreation ground / sports field,Public / private organisation,,525502,177610,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14027,"Bushy Park Road, south of Rail Line TW11",Road verge,Local Authority,London Borough of Richmond upon Thames,516891,170132,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14029,"Fairfield 157b, Fairfax Road, Hampton",Residential garden,Private individual(s),,516351,170542,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14030,Harrowdene Gardens Roadside,Road verge,Local Authority,London Borough of Richmond upon Thames,516645,170302,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14031,Pascal Road (street trees),Street tree,Local Authority,London Borough of Ealing,513964,181032,Not infested,,,,,,Not infested,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14032,"Junction of Harrowdene Gardens & Sandy Lane, TW11",Road verge,Local Authority,London Borough of Richmond upon Thames,516541,170256,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14033,"Naylands , Epsom Road, KT21 1LD",Residential garden,Private individual(s),,519379,159285,Not infested,,,,,Not infested,Not infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,Spraying,Spraying,Spraying,Spraying,,,,,,
14034,Network Rail track between Hampton Wick And teddington north Side,Railway / underground,Unknown,,516320,170550,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14035,"Oxhey Woods, south of Prestwick Road",Woodland,Unknown,,511168,191985,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14036,Railway embankment between West Brompton And Imperial Wharf,Railway / underground,Network Rail,Network Rail Ltd,525691,177587,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14037,"Railway verge at Rear of 103 Fairfax Rd, TW11",Railway / underground,Network Rail,Network Rail Ltd,516645,170309,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14041,"The Cottage, Forest Crescent",Residential garden,Private individual(s),,519223,159035,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
14042,"The Garden House, Forest Crescent",Residential garden,Private individual(s),,519236,159067,Infested,,,,,,Infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
14043,DELETE: FELLED - Town Tree Hall (8th Ashford Scout Group),Other open space,Public / private organisation,Group Scout Leader,507437,171456,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,,,,,,,,,,,,,,,,
14044,"Train Line Alongside Harrowdene gardens, TW11",Railway / underground,Network Rail,Network Rail Ltd,516461,170439,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14045,Trainline,Railway / underground,Network Rail,Network Rail Ltd,516369,170501,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14046,Trainline Alongside Harrowdene Gardens,Railway / underground,Network Rail,Network Rail Ltd,516503,170410,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14047,"Trainline verge at Rear of School House Lane, TW11",Railway / underground,Network Rail,Network Rail Ltd,517023,170066,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14049,"Woodland Drive, East Horsley, KT24 5AN",Road verge,Private individual(s),Woodland Drive Residents Association Ltd,509748,153901,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
14052,"Redcroft, The Bishops Avenue",Residential garden,Private individual(s),,526890,188186,Infested,,,,,,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,,,,,,,
14063,"The Georgians, The Bishops Avenue",Residential garden,Private individual(s),,526960,188206,Not infested,,,,,,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,
14070,"Vipram House, The Bishops Avenue",Residential garden,Private individual(s),,526903,188236,Not infested,,,,,,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,
14143,"The Fountains, 39 The Bishops Avenue, N2",Residential garden,Private individual(s),,527079,188553,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14153,42 The Bishops Avenue,Residential garden,Private individual(s),,526889,188495,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14251,Longleigh Lane,Street tree,Local Authority,Royal Borough of Greenwich,547094,177818,Infested,,,,,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
14264,"Goldie Leigh Hospital, Oxleas NHS Foundation Trust",Other,Public / private organisation,Goldie Leigh Hospital,547090,177729,Infested,,,,,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
14265,"Long Reach Road, near football ground",Road verge,Local Authority,Surrey County Council Highways Department,507761,154862,Infested,,,,Not infested,,Not infested,Infested,,,,,,Surveyed,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,,,,,,,,
14266,29 Culverden Road,Residential garden,Private individual(s),,529119,172583,Not infested,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,
14267,Blundel Lane,Other,Unknown,,512973,159378,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14269,"1 Woodlee Close, GU25",Residential garden,Private individual(s),,499284,169236,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14273,"109 Grand Avenue, Surbiton",Residential garden,Private individual(s),,519894,167362,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14274,11 Malcolm Drive KT6 6QS,Residential garden,Private individual(s),,518028,166201,Infested,,,,,,Infested,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14275,117 Maycross Avenue,Residential garden,Private individual(s),,525116,168272,Infested,,,,,,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
14276,"1-28 Rosewood Square,W12 0RZ",Residential garden,Local Authority,Hammersmith and Fulham Council,522260,181056,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14277,"14 Clifford Grove, Ashford TW15 2JT",Residential garden,Private individual(s),,507377,171750,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14278,146 Rayburn Avenue,Residential garden,Private individual(s),,519665,167183,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14279,"15 Lyndhurst Drive, Old Malden, KT3",Residential garden,Private individual(s),,521503,166887,Not infested,,,,,,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14280,16 Carlton Road,Residential garden,Private individual(s),,521141,169323,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14282,"18 Sandy Lane, Teddington, TW11",Residential garden,Private individual(s),,516783,170189,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14283,"2 Callow Hill, GU25",Residential garden,Private individual(s),,499219,169188,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14284,"2 Glebe Gardens, Old Malden, KT3",Residential garden,Private individual(s),,521437,166813,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14285,"2 Manor Drive North, New Malden",Residential garden,Private individual(s),,520653,166973,Infested,,,,,,,,Infested,,,,,,Surveyed,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14286,"2 Woodlee Close, GU25 4LL",Residential garden,Private individual(s),,499290,169247,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14288,"20 Hook Road, Surbiton, KT6",Residential garden,Private individual(s),,518318,166119,Not infested,,,,,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14292,24 Church Road,Residential garden,Private individual(s),,521567,166556,Infested,,,,,,Infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
14293,"24 Malcolm Drive, KT6 6QS",Residential garden,Private individual(s),,517976,166140,Infested,,,,,,Infested,,Not infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
14294,"26 Langley Avenue KT6 6QW, Flats 4 - 10",Residential garden,Private individual(s),,518009,166211,Infested,,,,,,Infested,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,
